sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;34
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;66
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;22
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;10th;United-States;69
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;23
Female;<=50K;White;Private;*;Adm-clerical;Some-college;United-States;35
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;70
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Assoc-voc;United-States;*
Male;<=50K;Asian-Pac-Islander;Private;*;Other-service;HS-grad;Japan;*
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Doctorate;United-States;38
Male;<=50K;White;Private;Divorced;Handlers-cleaners;7th-8th;United-States;33
Female;<=50K;White;Private;Separated;Other-service;HS-grad;United-States;43
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;Some-college;United-States;60
Female;*;White;Self-emp-not-inc;Widowed;Prof-specialty;Bachelors;*;*
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;HS-grad;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;34
Male;<=50K;White;Self-emp-not-inc;*;Exec-managerial;Masters;United-States;46
Male;<=50K;Amer-Indian-Eskimo;*;*;Other-service;Some-college;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;51
Male;<=50K;White;Private;Never-married;Handlers-cleaners;7th-8th;United-States;31
Female;<=50K;Black;*;Never-married;Adm-clerical;HS-grad;United-States;36
Male;<=50K;Black;Private;Never-married;Handlers-cleaners;Some-college;United-States;23
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;35
Female;<=50K;White;Local-gov;*;Prof-specialty;Masters;United-States;28
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;33
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;Some-college;United-States;40
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States;27
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;38
Female;<=50K;White;Private;Divorced;Prof-specialty;Assoc-voc;United-States;47
Female;>50K;Black;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;25
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;45
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college;United-States;38
Female;<=50K;Black;*;Never-married;Prof-specialty;Some-college;United-States;*
Male;>50K;White;Private;Never-married;Craft-repair;Assoc-voc;United-States;*
Female;<=50K;White;Private;Married-civ-spouse;Other-service;11th;United-States;*
Female;<=50K;White;Private;Divorced;Machine-op-inspct;12th;United-States;*
Female;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Assoc-voc;United-States;*
Male;>50K;White;*;Married-civ-spouse;Adm-clerical;HS-grad;United-States;48
Female;<=50K;White;Private;Never-married;Priv-house-serv;5th-6th;Mexico;*
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;Cuba;*
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;19
Female;<=50K;White;Private;Married-spouse-absent;Adm-clerical;HS-grad;United-States;30
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;41
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;*;35
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;66
Female;<=50K;White;*;*;Craft-repair;HS-grad;Puerto-Rico;*
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;52
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;50
Male;<=50K;White;Private;Never-married;Transport-moving;11th;United-States;*
Male;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;19
Female;<=50K;White;*;Never-married;Prof-specialty;11th;Puerto-Rico;*
Male;<=50K;White;*;Divorced;Other-service;Bachelors;United-States;*
Male;<=50K;White;Private;*;Transport-moving;Assoc-acdm;United-States;*
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;36
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;40
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States;38
Male;<=50K;Black;Local-gov;Married-civ-spouse;Transport-moving;Some-college;United-States;*
Male;>50K;White;Federal-gov;Married-civ-spouse;Tech-support;Assoc-voc;United-States;*
Male;<=50K;White;Private;Never-married;Farming-fishing;HS-grad;United-States;33
Male;<=50K;White;Self-emp-not-inc;*;Craft-repair;Some-college;United-States;40
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;34
Male;>50K;Black;*;Divorced;Protective-serv;Bachelors;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Masters;United-States;*
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;19
Female;>50K;White;Private;*;Adm-clerical;HS-grad;United-States;44
Male;<=50K;Amer-Indian-Eskimo;*;Never-married;Craft-repair;HS-grad;United-States;40
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States;20
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Assoc-acdm;United-States;24
Male;<=50K;White;*;Widowed;Other-service;HS-grad;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;HS-grad;United-States;*
Male;>50K;White;Private;Never-married;Prof-specialty;Prof-school;United-States;33
Male;<=50K;White;*;*;Tech-support;Some-college;United-States;31
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States;33
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;30
Male;>50K;White;Private;*;Exec-managerial;Masters;United-States;48
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;<=50K;White;Private;*;Transport-moving;11th;United-States;37
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;54
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-acdm;United-States;*
Female;<=50K;White;*;Never-married;Other-service;HS-grad;United-States;28
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college;United-States;42
Female;>50K;White;*;Married-civ-spouse;Exec-managerial;Masters;United-States;*
Female;<=50K;White;Private;Never-married;Other-service;Assoc-voc;United-States;21
Male;<=50K;White;Private;*;Farming-fishing;Some-college;United-States;29
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;43
Male;<=50K;White;Private;Divorced;Sales;HS-grad;United-States;44
Female;>50K;White;Private;Divorced;Adm-clerical;Bachelors;United-States;*
Female;<=50K;Black;Private;*;Sales;Some-college;United-States;38
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;28
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;29
Male;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;20
Male;>50K;White;*;Married-civ-spouse;Sales;Masters;United-States;49
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college;United-States;36
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;40
Female;<=50K;White;Private;Never-married;Adm-clerical;12th;United-States;17
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;45
Male;<=50K;White;Private;*;Farming-fishing;Some-college;United-States;42
Female;<=50K;Black;Private;Never-married;Exec-managerial;Bachelors;United-States;*
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;57
Male;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college;*;20
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;23
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;39
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;34
Male;<=50K;White;Self-emp-not-inc;Never-married;Sales;Bachelors;United-States;43
Male;<=50K;White;*;Never-married;Handlers-cleaners;Some-college;United-States;25
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;*;40
Male;<=50K;White;Self-emp-not-inc;*;Farming-fishing;HS-grad;United-States;52
Female;<=50K;White;Private;Widowed;Machine-op-inspct;HS-grad;United-States;48
Female;<=50K;Black;Private;*;Sales;Assoc-voc;United-States;37
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;36
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Assoc-voc;United-States;*
Female;>50K;White;*;Married-civ-spouse;Adm-clerical;HS-grad;United-States;36
Male;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;24
Male;<=50K;White;*;Divorced;Farming-fishing;HS-grad;United-States;42
Male;<=50K;White;*;*;Sales;Assoc-acdm;United-States;35
Female;<=50K;White;*;Divorced;Adm-clerical;HS-grad;United-States;40
Male;<=50K;Asian-Pac-Islander;*;*;Prof-specialty;Prof-school;India;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;40
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;57
Male;>50K;White;*;Married-civ-spouse;Transport-moving;HS-grad;United-States;51
Female;<=50K;White;*;Never-married;Adm-clerical;HS-grad;Puerto-Rico;*
Female;<=50K;White;Private;Widowed;Sales;HS-grad;United-States;71
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;47
Female;<=50K;White;Private;Never-married;Other-service;Bachelors;United-States;38
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;25
Male;<=50K;White;*;*;Handlers-cleaners;11th;United-States;33
Female;<=50K;White;*;*;Transport-moving;11th;United-States;*
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;29
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;33
Female;<=50K;Black;*;Never-married;Adm-clerical;Some-college;United-States;46
Female;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;*
Male;<=50K;Other;Private;Never-married;Exec-managerial;*;*;*
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;20
Female;<=50K;White;Private;Divorced;Handlers-cleaners;Some-college;United-States;*
Male;<=50K;White;*;Married-civ-spouse;Adm-clerical;Bachelors;United-States;34
Female;<=50K;Black;Private;*;Adm-clerical;Some-college;United-States;25
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;36
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;61
Female;<=50K;White;Private;Separated;Other-service;Some-college;United-States;38
Female;<=50K;White;Private;*;Other-service;HS-grad;United-States;57
Female;<=50K;White;Private;*;Other-service;HS-grad;United-States;56
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;24
Female;<=50K;White;Private;*;Sales;Some-college;United-States;60
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;37
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States;*
Male;<=50K;White;Private;Separated;Other-service;Some-college;*;*
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Other-service;HS-grad;China;*
Male;<=50K;White;Private;Never-married;Other-service;12th;United-States;18
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;HS-grad;United-States;51
Male;>50K;White;*;Married-civ-spouse;Tech-support;Some-college;United-States;40
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;HS-grad;United-States;*
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;24
Female;<=50K;Black;Private;*;Tech-support;HS-grad;United-States;*
Female;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;31
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;*
Female;>50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;*
Male;<=50K;White;Private;*;Handlers-cleaners;1st-4th;Mexico;31
Male;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States;22
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States;31
Male;<=50K;White;Private;*;Other-service;5th-6th;Italy;*
Female;<=50K;White;*;Divorced;Other-service;10th;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;35
Male;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;25
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;23
Male;<=50K;White;Private;*;Exec-managerial;Some-college;United-States;35
Male;<=50K;White;*;Never-married;Other-service;10th;United-States;17
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States;19
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;53
Female;<=50K;White;Private;*;Machine-op-inspct;5th-6th;United-States;*
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;37
Male;<=50K;White;*;Widowed;Other-service;HS-grad;United-States;74
Male;<=50K;White;Private;*;Transport-moving;Some-college;United-States;28
Male;<=50K;White;Private;*;Adm-clerical;Bachelors;United-States;40
Male;<=50K;Black;Private;Never-married;Other-service;Some-college;United-States;20
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States;*
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;51
Male;<=50K;White;Private;Never-married;Sales;10th;United-States;17
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;37
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;58
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;57
Male;<=50K;White;Private;Divorced;Machine-op-inspct;Some-college;United-States;37
Male;<=50K;Amer-Indian-Eskimo;*;Never-married;Craft-repair;Some-college;United-States;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;*;36
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;33
Female;<=50K;White;Private;*;Sales;Some-college;United-States;30
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;30
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States;41
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;23
Female;>50K;White;Private;*;Prof-specialty;Prof-school;United-States;40
Female;<=50K;Black;Private;*;Adm-clerical;HS-grad;United-States;53
Male;<=50K;White;*;Never-married;Tech-support;Some-college;United-States;31
Male;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;36
Female;<=50K;White;Private;Divorced;Other-service;12th;United-States;*
Male;<=50K;White;*;Married-civ-spouse;Protective-serv;HS-grad;*;44
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;36
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States;*
Male;<=50K;White;*;Married-civ-spouse;Craft-repair;HS-grad;Peru;*
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;22
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;38
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;31
Male;<=50K;White;Private;*;Other-service;HS-grad;United-States;32
Male;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;*
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States;21
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;26
Female;<=50K;Black;*;Never-married;Adm-clerical;HS-grad;United-States;19
Female;>50K;Black;*;*;Craft-repair;HS-grad;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;33
Male;<=50K;White;Private;*;Craft-repair;Bachelors;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;10th;United-States;*
Male;>50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Bachelors;United-States;38
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;28
Male;<=50K;White;*;*;Other-service;Assoc-acdm;Iran;*
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;51
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;9th;United-States;50
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;Bachelors;China;*
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;37
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States;69
Male;*;White;Private;Married-civ-spouse;Sales;Some-college;Germany;*
Male;<=50K;White;Private;*;Adm-clerical;Some-college;United-States;36
Male;>50K;White;*;Married-civ-spouse;Transport-moving;HS-grad;United-States;47
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;10th;United-States;*
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;21
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;Mexico;*
Male;<=50K;White;Private;*;Craft-repair;HS-grad;United-States;56
Male;<=50K;Asian-Pac-Islander;*;*;Adm-clerical;Assoc-acdm;Philippines;*
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;27
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;38
Male;<=50K;White;Private;*;Prof-specialty;Assoc-acdm;United-States;33
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States;26
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;20
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;42
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;55
Female;<=50K;Black;State-gov;*;Prof-specialty;Some-college;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;66
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Doctorate;United-States;*
Female;<=50K;White;Private;Divorced;Other-service;Some-college;United-States;49
Male;<=50K;Black;Private;Divorced;Protective-serv;HS-grad;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;38
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;40
Male;<=50K;White;*;Never-married;Other-service;Assoc-acdm;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad;United-States;46
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;29
Male;<=50K;Amer-Indian-Eskimo;Private;Never-married;Handlers-cleaners;12th;United-States;*
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States;37
Male;>50K;White;Local-gov;*;Prof-specialty;Masters;United-States;52
Female;<=50K;White;Private;Never-married;Adm-clerical;Masters;United-States;*
Female;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;*
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;31
Male;>50K;White;*;Married-civ-spouse;Craft-repair;Some-college;United-States;37
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;28
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;7th-8th;Mexico;*
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;31
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;29
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;45
Male;<=50K;White;Private;Married-civ-spouse;Other-service;7th-8th;United-States;*
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;11th;United-States;*
Male;*;White;*;*;Prof-specialty;Doctorate;England;*
Female;<=50K;White;Private;Never-married;Other-service;9th;United-States;17
Male;*;Asian-Pac-Islander;Private;Never-married;Tech-support;HS-grad;*;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;23
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;66
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;61
Female;<=50K;White;Private;Divorced;Machine-op-inspct;Some-college;United-States;*
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;24
Male;<=50K;White;Private;*;Sales;HS-grad;United-States;30
Male;>50K;White;*;*;Exec-managerial;Assoc-voc;United-States;49
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;HS-grad;United-States;56
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;25
Male;<=50K;White;Private;Divorced;Protective-serv;Bachelors;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;*
Male;<=50K;White;*;Never-married;Adm-clerical;Bachelors;*;40
Female;<=50K;White;*;Divorced;Prof-specialty;Masters;United-States;62
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;*
Female;<=50K;White;Self-emp-not-inc;Never-married;Other-service;Assoc-voc;United-States;*
Male;<=50K;White;Private;Never-married;Craft-repair;10th;United-States;*
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Sales;HS-grad;*;*
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States;22
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Bachelors;United-States;34
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;Mexico;*
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States;19
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Some-college;United-States;41
Female;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college;United-States;*
Male;<=50K;White;Self-emp-not-inc;*;Sales;7th-8th;Mexico;*
Female;<=50K;Black;Private;Divorced;Machine-op-inspct;HS-grad;United-States;*
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;25
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;42
Female;>50K;White;Private;*;Prof-specialty;Bachelors;United-States;43
Female;<=50K;White;Private;Never-married;Sales;11th;United-States;17
Male;>50K;White;*;Married-civ-spouse;Craft-repair;7th-8th;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;40
Female;<=50K;White;Local-gov;Widowed;Other-service;HS-grad;*;62
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States;47
Male;<=50K;White;Private;*;Exec-managerial;Some-college;United-States;40
Male;<=50K;White;*;*;Craft-repair;Bachelors;United-States;48
Male;>50K;White;*;Married-civ-spouse;Farming-fishing;Assoc-voc;United-States;*
Male;>50K;Black;*;Married-civ-spouse;Craft-repair;Some-college;United-States;46
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;Prof-school;United-States;72
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
Male;>50K;White;Federal-gov;Married-civ-spouse;Handlers-cleaners;Some-college;United-States;*
Male;<=50K;White;*;*;Craft-repair;HS-grad;Canada;40
Male;<=50K;Asian-Pac-Islander;Private;*;Transport-moving;HS-grad;United-States;*
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;41
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States;20
Male;<=50K;White;*;*;Prof-specialty;Bachelors;United-States;54
Female;<=50K;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;39
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States;37
Male;<=50K;White;Private;Married-civ-spouse;Sales;Doctorate;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;5th-6th;*;*
Female;<=50K;Black;*;*;Prof-specialty;Bachelors;United-States;24
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc;United-States;*
Male;<=50K;White;Private;*;Craft-repair;Some-college;United-States;20
Female;<=50K;White;*;Never-married;Other-service;Assoc-voc;United-States;26
Female;<=50K;White;Private;Widowed;Handlers-cleaners;*;United-States;48
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States;39
Female;<=50K;White;Private;Never-married;Other-service;Assoc-acdm;United-States;21
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;*;22
Female;<=50K;White;Private;*;Prof-specialty;Assoc-voc;United-States;34
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;33
Male;<=50K;White;Private;*;Machine-op-inspct;9th;Guatemala;*
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;11th;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;65
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;23
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;28
Male;>50K;White;*;*;Exec-managerial;HS-grad;United-States;34
Male;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;20
Male;<=50K;White;Private;Never-married;Adm-clerical;11th;United-States;*
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;52
Female;>50K;Asian-Pac-Islander;*;Married-civ-spouse;Prof-specialty;Masters;China;*
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;22
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;HS-grad;United-States;29
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;7th-8th;United-States;*
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;Masters;United-States;42
Female;<=50K;Black;Private;Never-married;Craft-repair;HS-grad;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;11th;United-States;*
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;9th;Mexico;*
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;43
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;33
Male;<=50K;Black;*;Never-married;Other-service;10th;United-States;17
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States;54
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States;45
Male;<=50K;White;*;Married-civ-spouse;Craft-repair;10th;United-States;55
Male;>50K;White;*;Married-civ-spouse;Transport-moving;HS-grad;United-States;51
Male;<=50K;White;*;*;Craft-repair;10th;United-States;65
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Prof-specialty;Bachelors;United-States;*
Female;<=50K;Black;Private;*;Other-service;HS-grad;United-States;40
Female;<=50K;Black;Private;*;Adm-clerical;Some-college;United-States;58
Female;<=50K;White;Federal-gov;Widowed;Exec-managerial;HS-grad;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;39
Male;<=50K;White;*;Married-civ-spouse;Other-service;HS-grad;United-States;56
